satellite_id,plane,slot,coverage_availability_after_removal,coverage_loss_ratio,critical_sample_hits
151,2,47,1.0,0.0,0
152,2,48,1.0,0.0,0
153,2,49,1.0,0.0,0
154,2,50,1.0,0.0,0
155,2,51,1.0,0.0,0
156,3,0,1.0,0.0,0
157,3,1,1.0,0.0,0
158,3,2,1.0,0.0,0
159,3,3,0.9999950760327023,4.923967297730476e-06,1
160,3,4,1.0,0.0,0
161,3,5,1.0,0.0,0
162,3,6,1.0,0.0,0
163,3,7,1.0,0.0,0
164,3,8,1.0,0.0,0
165,3,9,1.0,0.0,0
166,3,10,1.0,0.0,0
167,3,11,1.0,0.0,0
168,3,12,1.0,0.0,0
169,3,13,1.0,0.0,0
170,3,14,1.0,0.0,0
171,3,15,0.9999950760327023,4.923967297730476e-06,1
172,3,16,1.0,0.0,0
173,3,17,1.0,0.0,0
174,3,18,1.0,0.0,0
175,3,19,1.0,0.0,0
176,3,20,1.0,0.0,0
177,3,21,1.0,0.0,0
178,3,22,1.0,0.0,0
179,3,23,1.0,0.0,0
180,3,24,1.0,0.0,0
181,3,25,1.0,0.0,0
182,3,26,1.0,0.0,0
183,3,27,1.0,0.0,0
184,3,28,1.0,0.0,0
185,3,29,1.0,0.0,0
186,3,30,1.0,0.0,0
187,3,31,1.0,0.0,0
188,3,32,1.0,0.0,0
189,3,33,1.0,0.0,0
190,3,34,1.0,0.0,0
191,3,35,1.0,0.0,0
192,3,36,1.0,0.0,0
193,3,37,1.0,0.0,0
194,3,38,1.0,0.0,0
195,3,39,1.0,0.0,0
196,3,40,1.0,0.0,0
197,3,41,1.0,0.0,0
198,3,42,1.0,0.0,0
199,3,43,1.0,0.0,0
200,3,44,1.0,0.0,0
201,3,45,1.0,0.0,0
202,3,46,1.0,0.0,0
203,3,47,1.0,0.0,0
204,3,48,1.0,0.0,0
205,3,49,1.0,0.0,0
206,3,50,1.0,0.0,0
207,3,51,1.0,0.0,0
208,4,0,1.0,0.0,0
209,4,1,1.0,0.0,0
210,4,2,1.0,0.0,0
211,4,3,1.0,0.0,0
212,4,4,1.0,0.0,0
213,4,5,1.0,0.0,0
214,4,6,1.0,0.0,0
215,4,7,1.0,0.0,0
216,4,8,1.0,0.0,0
217,4,9,1.0,0.0,0
218,4,10,1.0,0.0,0
219,4,11,1.0,0.0,0
220,4,12,1.0,0.0,0
221,4,13,1.0,0.0,0
222,4,14,1.0,0.0,0
223,4,15,0.9999950910487518,4.908951248187867e-06,1
224,4,16,0.9999951120456023,4.887954397715313e-06,1
225,4,17,1.0,0.0,0
226,4,18,1.0,0.0,0
227,4,19,1.0,0.0,0
228,4,20,1.0,0.0,0
229,4,21,1.0,0.0,0
230,4,22,1.0,0.0,0
231,4,23,1.0,0.0,0
232,4,24,1.0,0.0,0
233,4,25,1.0,0.0,0
234,4,26,1.0,0.0,0
235,4,27,1.0,0.0,0
236,4,28,1.0,0.0,0
237,4,29,1.0,0.0,0
238,4,30,0.9999950910487518,4.908951248187867e-06,1
239,4,31,1.0,0.0,0
240,4,32,1.0,0.0,0
241,4,33,1.0,0.0,0
242,4,34,1.0,0.0,0
243,4,35,1.0,0.0,0
244,4,36,1.0,0.0,0
245,4,37,1.0,0.0,0
246,4,38,1.0,0.0,0
247,4,39,1.0,0.0,0
248,4,40,1.0,0.0,0
249,4,41,1.0,0.0,0
250,4,42,1.0,0.0,0
251,4,43,1.0,0.0,0
252,4,44,1.0,0.0,0
253,4,45,1.0,0.0,0
254,4,46,1.0,0.0,0
255,4,47,1.0,0.0,0
256,4,48,1.0,0.0,0
257,4,49,1.0,0.0,0
258,4,50,1.0,0.0,0
259,4,51,1.0,0.0,0
260,5,0,1.0,0.0,0
261,5,1,1.0,0.0,0
262,5,2,1.0,0.0,0
263,5,3,1.0,0.0,0
264,5,4,1.0,0.0,0
265,5,5,1.0,0.0,0
266,5,6,1.0,0.0,0
267,5,7,1.0,0.0,0
268,5,8,1.0,0.0,0
269,5,9,1.0,0.0,0
270,5,10,1.0,0.0,0
271,5,11,1.0,0.0,0
272,5,12,1.0,0.0,0
273,5,13,1.0,0.0,0
274,5,14,1.0,0.0,0
275,5,15,1.0,0.0,0
276,5,16,1.0,0.0,0
277,5,17,1.0,0.0,0
278,5,18,1.0,0.0,0
279,5,19,1.0,0.0,0
280,5,20,1.0,0.0,0
281,5,21,1.0,0.0,0
282,5,22,1.0,0.0,0
283,5,23,1.0,0.0,0
284,5,24,1.0,0.0,0
285,5,25,1.0,0.0,0
286,5,26,1.0,0.0,0
287,5,27,1.0,0.0,0
288,5,28,1.0,0.0,0
289,5,29,1.0,0.0,0
290,5,30,1.0,0.0,0
291,5,31,1.0,0.0,0
292,5,32,1.0,0.0,0
293,5,33,1.0,0.0,0
294,5,34,1.0,0.0,0
295,5,35,1.0,0.0,0
296,5,36,1.0,0.0,0
297,5,37,1.0,0.0,0
298,5,38,1.0,0.0,0
299,5,39,1.0,0.0,0
300,5,40,1.0,0.0,0
301,5,41,1.0,0.0,0
302,5,42,0.999990167081454,9.832918545918343e-06,2
303,5,43,1.0,0.0,0
304,5,44,1.0,0.0,0
305,5,45,1.0,0.0,0
306,5,46,1.0,0.0,0
307,5,47,1.0,0.0,0
308,5,48,1.0,0.0,0
309,5,49,1.0,0.0,0
310,5,50,1.0,0.0,0
311,5,51,1.0,0.0,0
312,6,0,1.0,0.0,0
313,6,1,1.0,0.0,0
314,6,2,1.0,0.0,0
315,6,3,1.0,0.0,0
316,6,4,1.0,0.0,0
317,6,5,1.0,0.0,0
318,6,6,1.0,0.0,0
319,6,7,1.0,0.0,0
320,6,8,1.0,0.0,0
321,6,9,1.0,0.0,0
322,6,10,1.0,0.0,0
323,6,11,1.0,0.0,0
324,6,12,1.0,0.0,0
325,6,13,1.0,0.0,0
326,6,14,1.0,0.0,0
327,6,15,1.0,0.0,0
328,6,16,1.0,0.0,0
329,6,17,1.0,0.0,0
330,6,18,1.0,0.0,0
331,6,19,1.0,0.0,0
332,6,20,1.0,0.0,0
333,6,21,1.0,0.0,0
334,6,22,1.0,0.0,0
335,6,23,1.0,0.0,0
336,6,24,1.0,0.0,0
337,6,25,1.0,0.0,0
338,6,26,1.0,0.0,0
339,6,27,1.0,0.0,0
340,6,28,1.0,0.0,0
341,6,29,1.0,0.0,0
342,6,30,1.0,0.0,0
343,6,31,1.0,0.0,0
344,6,32,1.0,0.0,0
345,6,33,1.0,0.0,0
346,6,34,1.0,0.0,0
347,6,35,1.0,0.0,0
348,6,36,1.0,0.0,0
349,6,37,1.0,0.0,0
350,6,38,1.0,0.0,0
351,6,39,1.0,0.0,0
352,6,40,1.0,0.0,0
353,6,41,1.0,0.0,0
354,6,42,1.0,0.0,0
355,6,43,1.0,0.0,0
356,6,44,1.0,0.0,0
357,6,45,1.0,0.0,0
358,6,46,1.0,0.0,0
359,6,47,0.9999950760327023,4.923967297730476e-06,1
360,6,48,1.0,0.0,0
361,6,49,1.0,0.0,0
362,6,50,1.0,0.0,0
363,6,51,1.0,0.0,0
364,7,0,1.0,0.0,0
365,7,1,1.0,0.0,0
366,7,2,1.0,0.0,0
367,7,3,1.0,0.0,0
368,7,4,1.0,0.0,0
369,7,5,1.0,0.0,0
370,7,6,1.0,0.0,0
371,7,7,1.0,0.0,0
372,7,8,1.0,0.0,0
373,7,9,1.0,0.0,0
374,7,10,0.9999950910487518,4.908951248187867e-06,1
375,7,11,1.0,0.0,0
376,7,12,1.0,0.0,0
377,7,13,1.0,0.0,0
378,7,14,1.0,0.0,0
379,7,15,1.0,0.0,0
380,7,16,1.0,0.0,0
381,7,17,1.0,0.0,0
382,7,18,1.0,0.0,0
383,7,19,1.0,0.0,0
384,7,20,1.0,0.0,0
385,7,21,1.0,0.0,0
386,7,22,1.0,0.0,0
387,7,23,1.0,0.0,0
388,7,24,1.0,0.0,0
389,7,25,1.0,0.0,0
390,7,26,1.0,0.0,0
391,7,27,1.0,0.0,0
392,7,28,1.0,0.0,0
393,7,29,1.0,0.0,0
394,7,30,1.0,0.0,0
395,7,31,1.0,0.0,0
396,7,32,1.0,0.0,0
397,7,33,1.0,0.0,0
398,7,34,1.0,0.0,0
399,7,35,1.0,0.0,0
400,7,36,1.0,0.0,0
401,7,37,1.0,0.0,0
402,7,38,1.0,0.0,0
403,7,39,1.0,0.0,0
404,7,40,1.0,0.0,0
405,7,41,1.0,0.0,0
406,7,42,1.0,0.0,0
407,7,43,1.0,0.0,0
408,7,44,1.0,0.0,0
409,7,45,1.0,0.0,0
410,7,46,1.0,0.0,0
411,7,47,1.0,0.0,0
412,7,48,0.9999951120456023,4.887954397715313e-06,1
413,7,49,1.0,0.0,0
414,7,50,1.0,0.0,0
415,7,51,1.0,0.0,0
416,8,0,0.9999950760327023,4.923967297730476e-06,1
417,8,1,1.0,0.0,0
418,8,2,1.0,0.0,0
419,8,3,1.0,0.0,0
420,8,4,1.0,0.0,0
421,8,5,1.0,0.0,0
422,8,6,1.0,0.0,0
423,8,7,1.0,0.0,0
424,8,8,1.0,0.0,0
425,8,9,1.0,0.0,0
426,8,10,1.0,0.0,0
427,8,11,1.0,0.0,0
428,8,12,1.0,0.0,0
429,8,13,1.0,0.0,0
430,8,14,1.0,0.0,0
431,8,15,1.0,0.0,0
432,8,16,1.0,0.0,0
433,8,17,1.0,0.0,0
434,8,18,1.0,0.0,0
435,8,19,1.0,0.0,0
436,8,20,1.0,0.0,0
437,8,21,1.0,0.0,0
438,8,22,0.9999950760327023,4.923967297730476e-06,1
439,8,23,1.0,0.0,0
440,8,24,1.0,0.0,0
441,8,25,1.0,0.0,0
442,8,26,1.0,0.0,0
443,8,27,1.0,0.0,0
444,8,28,0.9999950760327023,4.923967297730476e-06,1
445,8,29,1.0,0.0,0
446,8,30,1.0,0.0,0
447,8,31,1.0,0.0,0
448,8,32,0.9999951389976722,4.861002327740798e-06,1
449,8,33,1.0,0.0,0
450,8,34,1.0,0.0,0
451,8,35,1.0,0.0,0
452,8,36,1.0,0.0,0
453,8,37,1.0,0.0,0
454,8,38,1.0,0.0,0
455,8,39,1.0,0.0,0
456,8,40,1.0,0.0,0
457,8,41,1.0,0.0,0
458,8,42,1.0,0.0,0
459,8,43,1.0,0.0,0
460,8,44,1.0,0.0,0
461,8,45,1.0,0.0,0
462,8,46,1.0,0.0,0
463,8,47,1.0,0.0,0
464,8,48,1.0,0.0,0
465,8,49,1.0,0.0,0
466,8,50,1.0,0.0,0
467,8,51,1.0,0.0,0
468,9,0,1.0,0.0,0
469,9,1,1.0,0.0,0
470,9,2,1.0,0.0,0
471,9,3,1.0,0.0,0
472,9,4,1.0,0.0,0
473,9,5,1.0,0.0,0
474,9,6,1.0,0.0,0
475,9,7,1.0,0.0,0
476,9,8,1.0,0.0,0
477,9,9,1.0,0.0,0
478,9,10,1.0,0.0,0
479,9,11,1.0,0.0,0
480,9,12,1.0,0.0,0
481,9,13,1.0,0.0,0
482,9,14,1.0,0.0,0
483,9,15,1.0,0.0,0
484,9,16,1.0,0.0,0
485,9,17,1.0,0.0,0
486,9,18,1.0,0.0,0
487,9,19,1.0,0.0,0
488,9,20,1.0,0.0,0
489,9,21,1.0,0.0,0
490,9,22,1.0,0.0,0
491,9,23,1.0,0.0,0
492,9,24,1.0,0.0,0
493,9,25,1.0,0.0,0
494,9,26,1.0,0.0,0
495,9,27,1.0,0.0,0
496,9,28,1.0,0.0,0
497,9,29,1.0,0.0,0
498,9,30,1.0,0.0,0
499,9,31,1.0,0.0,0
500,9,32,1.0,0.0,0
501,9,33,1.0,0.0,0
502,9,34,1.0,0.0,0
503,9,35,1.0,0.0,0
504,9,36,1.0,0.0,0
505,9,37,1.0,0.0,0
506,9,38,1.0,0.0,0
507,9,39,1.0,0.0,0
508,9,40,0.9999950910487518,4.908951248187867e-06,1
509,9,41,1.0,0.0,0
510,9,42,1.0,0.0,0
511,9,43,1.0,0.0,0
512,9,44,1.0,0.0,0
513,9,45,1.0,0.0,0
514,9,46,1.0,0.0,0
515,9,47,1.0,0.0,0
516,9,48,1.0,0.0,0
517,9,49,1.0,0.0,0
518,9,50,0.9999950760327023,4.923967297730476e-06,1
519,9,51,1.0,0.0,0
520,10,0,1.0,0.0,0
521,10,1,1.0,0.0,0
522,10,2,1.0,0.0,0
523,10,3,1.0,0.0,0
524,10,4,1.0,0.0,0
525,10,5,1.0,0.0,0
526,10,6,1.0,0.0,0
527,10,7,1.0,0.0,0
528,10,8,1.0,0.0,0
529,10,9,1.0,0.0,0
530,10,10,1.0,0.0,0
531,10,11,1.0,0.0,0
532,10,12,1.0,0.0,0
533,10,13,1.0,0.0,0
534,10,14,1.0,0.0,0
535,10,15,1.0,0.0,0
536,10,16,1.0,0.0,0
537,10,17,1.0,0.0,0
538,10,18,1.0,0.0,0
539,10,19,1.0,0.0,0
540,10,20,1.0,0.0,0
541,10,21,1.0,0.0,0
542,10,22,1.0,0.0,0
543,10,23,1.0,0.0,0
544,10,24,1.0,0.0,0
545,10,25,0.9999950760327023,4.923967297730476e-06,1
546,10,26,1.0,0.0,0
547,10,27,1.0,0.0,0
548,10,28,1.0,0.0,0
549,10,29,1.0,0.0,0
550,10,30,1.0,0.0,0
551,10,31,1.0,0.0,0
552,10,32,1.0,0.0,0
553,10,33,0.9999950760327023,4.923967297730476e-06,1
554,10,34,1.0,0.0,0
555,10,35,1.0,0.0,0
556,10,36,1.0,0.0,0
557,10,37,1.0,0.0,0
558,10,38,1.0,0.0,0
559,10,39,1.0,0.0,0
560,10,40,1.0,0.0,0
561,10,41,1.0,0.0,0
562,10,42,1.0,0.0,0
563,10,43,1.0,0.0,0
564,10,44,1.0,0.0,0
565,10,45,1.0,0.0,0
566,10,46,1.0,0.0,0
567,10,47,1.0,0.0,0
568,10,48,1.0,0.0,0
569,10,49,1.0,0.0,0
570,10,50,1.0,0.0,0
571,10,51,1.0,0.0,0
572,11,0,1.0,0.0,0
573,11,1,1.0,0.0,0
574,11,2,1.0,0.0,0
575,11,3,1.0,0.0,0
576,11,4,1.0,0.0,0
577,11,5,1.0,0.0,0
578,11,6,1.0,0.0,0
579,11,7,1.0,0.0,0
580,11,8,0.9999950760327023,4.923967297730476e-06,1
581,11,9,1.0,0.0,0
582,11,10,1.0,0.0,0
583,11,11,1.0,0.0,0
584,11,12,1.0,0.0,0
585,11,13,1.0,0.0,0
586,11,14,1.0,0.0,0
587,11,15,1.0,0.0,0
588,11,16,1.0,0.0,0
589,11,17,1.0,0.0,0
590,11,18,1.0,0.0,0
591,11,19,1.0,0.0,0
592,11,20,1.0,0.0,0
593,11,21,1.0,0.0,0
594,11,22,1.0,0.0,0
595,11,23,1.0,0.0,0
596,11,24,1.0,0.0,0
597,11,25,1.0,0.0,0
598,11,26,1.0,0.0,0
599,11,27,1.0,0.0,0
600,11,28,1.0,0.0,0
601,11,29,1.0,0.0,0
602,11,30,1.0,0.0,0
603,11,31,1.0,0.0,0
604,11,32,1.0,0.0,0
605,11,33,1.0,0.0,0
606,11,34,1.0,0.0,0
607,11,35,1.0,0.0,0
608,11,36,1.0,0.0,0
609,11,37,1.0,0.0,0
610,11,38,1.0,0.0,0
611,11,39,1.0,0.0,0
612,11,40,1.0,0.0,0
613,11,41,1.0,0.0,0
614,11,42,1.0,0.0,0
615,11,43,1.0,0.0,0
616,11,44,1.0,0.0,0
617,11,45,1.0,0.0,0
618,11,46,1.0,0.0,0
619,11,47,1.0,0.0,0
620,11,48,1.0,0.0,0
621,11,49,1.0,0.0,0
622,11,50,1.0,0.0,0
623,11,51,1.0,0.0,0
624,12,0,1.0,0.0,0
625,12,1,1.0,0.0,0
626,12,2,1.0,0.0,0
627,12,3,1.0,0.0,0
628,12,4,1.0,0.0,0
629,12,5,1.0,0.0,0
630,12,6,1.0,0.0,0
631,12,7,1.0,0.0,0
632,12,8,1.0,0.0,0
633,12,9,1.0,0.0,0
634,12,10,1.0,0.0,0
635,12,11,1.0,0.0,0
636,12,12,1.0,0.0,0
637,12,13,1.0,0.0,0
638,12,14,1.0,0.0,0
639,12,15,1.0,0.0,0
640,12,16,1.0,0.0,0
641,12,17,1.0,0.0,0
642,12,18,1.0,0.0,0
643,12,19,1.0,0.0,0
644,12,20,1.0,0.0,0
645,12,21,1.0,0.0,0
646,12,22,1.0,0.0,0
647,12,23,1.0,0.0,0
648,12,24,1.0,0.0,0
649,12,25,1.0,0.0,0
650,12,26,1.0,0.0,0
651,12,27,1.0,0.0,0
652,12,28,1.0,0.0,0
653,12,29,1.0,0.0,0
654,12,30,1.0,0.0,0
655,12,31,1.0,0.0,0
656,12,32,1.0,0.0,0
657,12,33,1.0,0.0,0
658,12,34,1.0,0.0,0
659,12,35,0.9999950760327023,4.923967297730476e-06,1
660,12,36,1.0,0.0,0
661,12,37,1.0,0.0,0
662,12,38,1.0,0.0,0
663,12,39,1.0,0.0,0
664,12,40,1.0,0.0,0
665,12,41,1.0,0.0,0
666,12,42,1.0,0.0,0
667,12,43,1.0,0.0,0
668,12,44,1.0,0.0,0
669,12,45,1.0,0.0,0
670,12,46,1.0,0.0,0
671,12,47,1.0,0.0,0
672,12,48,1.0,0.0,0
673,12,49,1.0,0.0,0
674,12,50,1.0,0.0,0
675,12,51,1.0,0.0,0
676,13,0,1.0,0.0,0
677,13,1,1.0,0.0,0
678,13,2,1.0,0.0,0
679,13,3,1.0,0.0,0
680,13,4,1.0,0.0,0
681,13,5,1.0,0.0,0
682,13,6,1.0,0.0,0
683,13,7,1.0,0.0,0
684,13,8,1.0,0.0,0
685,13,9,1.0,0.0,0
686,13,10,1.0,0.0,0
687,13,11,1.0,0.0,0
688,13,12,1.0,0.0,0
689,13,13,1.0,0.0,0
690,13,14,1.0,0.0,0
691,13,15,1.0,0.0,0
692,13,16,1.0,0.0,0
693,13,17,1.0,0.0,0
694,13,18,1.0,0.0,0
695,13,19,1.0,0.0,0
696,13,20,1.0,0.0,0
697,13,21,1.0,0.0,0
698,13,22,1.0,0.0,0
699,13,23,1.0,0.0,0
700,13,24,1.0,0.0,0
701,13,25,1.0,0.0,0
702,13,26,1.0,0.0,0
703,13,27,1.0,0.0,0
704,13,28,1.0,0.0,0
705,13,29,1.0,0.0,0
706,13,30,1.0,0.0,0
707,13,31,1.0,0.0,0
708,13,32,1.0,0.0,0
709,13,33,1.0,0.0,0
710,13,34,1.0,0.0,0
711,13,35,1.0,0.0,0
712,13,36,1.0,0.0,0
713,13,37,1.0,0.0,0
714,13,38,1.0,0.0,0
715,13,39,1.0,0.0,0
716,13,40,1.0,0.0,0
717,13,41,1.0,0.0,0
718,13,42,1.0,0.0,0
719,13,43,1.0,0.0,0
720,13,44,1.0,0.0,0
721,13,45,1.0,0.0,0
722,13,46,1.0,0.0,0
723,13,47,1.0,0.0,0
724,13,48,0.9999950760327023,4.923967297730476e-06,1
725,13,49,1.0,0.0,0
726,13,50,1.0,0.0,0
727,13,51,1.0,0.0,0
728,14,0,1.0,0.0,0
729,14,1,1.0,0.0,0
730,14,2,1.0,0.0,0
731,14,3,1.0,0.0,0
732,14,4,1.0,0.0,0
733,14,5,1.0,0.0,0
734,14,6,1.0,0.0,0
735,14,7,1.0,0.0,0
736,14,8,1.0,0.0,0
737,14,9,1.0,0.0,0
738,14,10,1.0,0.0,0
739,14,11,1.0,0.0,0
740,14,12,1.0,0.0,0
741,14,13,1.0,0.0,0
742,14,14,1.0,0.0,0
743,14,15,1.0,0.0,0
744,14,16,1.0,0.0,0
745,14,17,1.0,0.0,0
746,14,18,1.0,0.0,0
747,14,19,1.0,0.0,0
748,14,20,1.0,0.0,0
749,14,21,1.0,0.0,0
750,14,22,1.0,0.0,0
751,14,23,0.9999950760327023,4.923967297730476e-06,1
752,14,24,1.0,0.0,0
753,14,25,1.0,0.0,0
754,14,26,1.0,0.0,0
755,14,27,1.0,0.0,0
756,14,28,1.0,0.0,0
757,14,29,1.0,0.0,0
758,14,30,1.0,0.0,0
759,14,31,1.0,0.0,0
760,14,32,1.0,0.0,0
761,14,33,1.0,0.0,0
762,14,34,1.0,0.0,0
763,14,35,1.0,0.0,0
764,14,36,1.0,0.0,0
765,14,37,1.0,0.0,0
766,14,38,1.0,0.0,0
767,14,39,1.0,0.0,0
768,14,40,1.0,0.0,0
769,14,41,1.0,0.0,0
770,14,42,1.0,0.0,0
771,14,43,1.0,0.0,0
772,14,44,1.0,0.0,0
773,14,45,1.0,0.0,0
774,14,46,1.0,0.0,0
775,14,47,1.0,0.0,0
776,14,48,1.0,0.0,0
777,14,49,1.0,0.0,0
778,14,50,1.0,0.0,0
779,14,51,1.0,0.0,0
780,15,0,1.0,0.0,0
781,15,1,1.0,0.0,0
782,15,2,1.0,0.0,0
783,15,3,1.0,0.0,0
784,15,4,1.0,0.0,0
785,15,5,1.0,0.0,0
786,15,6,0.9999950760327023,4.923967297730476e-06,1
787,15,7,1.0,0.0,0
788,15,8,1.0,0.0,0
789,15,9,1.0,0.0,0
790,15,10,1.0,0.0,0
791,15,11,1.0,0.0,0
792,15,12,1.0,0.0,0
793,15,13,1.0,0.0,0
794,15,14,1.0,0.0,0
795,15,15,0.9999950760327023,4.923967297730476e-06,1
796,15,16,1.0,0.0,0
797,15,17,1.0,0.0,0
798,15,18,1.0,0.0,0
799,15,19,1.0,0.0,0
800,15,20,1.0,0.0,0
801,15,21,1.0,0.0,0
802,15,22,1.0,0.0,0
803,15,23,1.0,0.0,0
804,15,24,1.0,0.0,0
805,15,25,1.0,0.0,0
806,15,26,1.0,0.0,0
807,15,27,1.0,0.0,0
808,15,28,1.0,0.0,0
809,15,29,1.0,0.0,0
810,15,30,1.0,0.0,0
811,15,31,1.0,0.0,0
812,15,32,1.0,0.0,0
813,15,33,1.0,0.0,0
814,15,34,1.0,0.0,0
815,15,35,1.0,0.0,0
816,15,36,1.0,0.0,0
817,15,37,1.0,0.0,0
818,15,38,1.0,0.0,0
819,15,39,1.0,0.0,0
820,15,40,1.0,0.0,0
821,15,41,1.0,0.0,0
822,15,42,1.0,0.0,0
823,15,43,1.0,0.0,0
824,15,44,1.0,0.0,0
825,15,45,1.0,0.0,0
826,15,46,1.0,0.0,0
827,15,47,1.0,0.0,0
828,15,48,1.0,0.0,0
829,15,49,1.0,0.0,0
830,15,50,1.0,0.0,0
831,15,51,1.0,0.0,0
832,16,0,1.0,0.0,0
833,16,1,1.0,0.0,0
834,16,2,1.0,0.0,0
835,16,3,1.0,0.0,0
836,16,4,1.0,0.0,0
837,16,5,1.0,0.0,0
838,16,6,1.0,0.0,0
839,16,7,1.0,0.0,0
840,16,8,1.0,0.0,0
841,16,9,1.0,0.0,0
842,16,10,1.0,0.0,0
843,16,11,1.0,0.0,0
844,16,12,1.0,0.0,0
845,16,13,1.0,0.0,0
846,16,14,1.0,0.0,0
