site_a,site_b,delay_ms,source_sat,target_sat,isl_hops,time_s
0,29,36.90313515094974,746,806,,14400.0
0,30,48.33907847305445,1750,244,,14400.0
0,31,48.415725491576964,1750,296,,14400.0
0,32,44.24692073534888,746,500,,14400.0
0,33,46.33942469176337,746,501,,14400.0
0,34,43.3766787945946,746,603,,14400.0
0,35,44.41390958152723,746,655,,14400.0
1,2,11.277107749512815,798,850,,14400.0
1,3,18.421429503014274,1852,1956,,14400.0
1,4,24.948565025370055,798,1004,,14400.0
1,5,31.651350321897862,798,1056,,14400.0
1,6,11.938482133616558,1852,1800,,14400.0
1,7,11.52270853603719,798,748,,14400.0
1,8,11.226757154890118,798,800,,14400.0
1,9,15.457440993419876,1852,48,,14400.0
1,10,22.334549450777395,1852,100,,14400.0
1,11,29.000176216982727,1852,202,,14400.0
1,12,14.53638547345525,1852,1849,,14400.0
1,13,15.052519458700093,1852,1901,,14400.0
1,14,20.827108251807463,798,751,,14400.0
1,15,20.71615858814726,798,853,,14400.0
1,16,22.38290175632249,1852,150,,14400.0
1,17,28.39804428459144,1852,252,,14400.0
1,18,21.175868683215995,1852,1899,,14400.0
1,19,26.424392835661518,1852,44,,14400.0
1,20,26.431417454429397,798,701,,14400.0
1,21,26.854970976788266,798,753,,14400.0
1,22,26.91809860339167,798,855,,14400.0
1,23,32.5334023423374,798,907,,14400.0
1,24,31.759812235805725,1852,42,,14400.0
1,25,31.819838721925773,1852,94,,14400.0
1,26,32.15910610124645,798,651,,14400.0
1,27,32.16893472450231,798,703,,14400.0
1,28,32.82067668991742,798,755,,14400.0
1,29,31.03974886979503,798,806,,14400.0
1,30,43.80367894314518,1852,244,,14400.0
1,31,43.38873942025912,1852,296,,14400.0
1,32,42.86359790783824,798,500,,14400.0
1,33,44.71480405914252,798,501,,14400.0
1,34,41.75205816197376,798,603,,14400.0
1,35,42.57404682897629,798,655,,14400.0
2,3,11.320657668796313,1904,1956,,14400.0
2,4,18.3951497722936,850,1004,,14400.0
2,5,24.908981508775177,1904,153,,14400.0
2,6,15.172184865660636,850,697,,14400.0
2,7,11.051495116732472,1904,1902,,14400.0
2,8,8.27864214352794,850,851,,14400.0
2,9,14.714179684671176,850,903,,14400.0
2,10,15.416375400888402,1904,100,,14400.0
2,11,22.338186540633423,1904,202,,14400.0
2,12,20.709370615274093,1904,1849,,14400.0
2,13,14.665890595295757,1904,1901,,14400.0
2,14,20.63623592100391,1904,46,,14400.0
2,15,14.425852842963705,850,853,,14400.0
2,16,20.722905629914223,850,905,,14400.0
2,17,27.18707902713585,850,957,,14400.0
2,18,21.128653387495937,1904,1899,,14400.0
2,19,26.37717753994146,1904,44,,14400.0
2,20,26.41423018929258,850,701,,14400.0
2,21,26.629223519396533,850,753,,14400.0
2,22,21.01745503013077,850,855,,14400.0
2,23,26.862878401430528,850,907,,14400.0
2,24,32.157320508412674,1904,42,,14400.0
2,25,31.98470868995132,1904,94,,14400.0
2,26,31.933358643854717,850,651,,14400.0
2,27,31.713067634756555,850,703,,14400.0
2,28,32.121111224895245,850,755,,14400.0
2,29,27.86202920005273,850,857,,14400.0
2,30,44.691118525126036,1904,244,,14400.0
2,31,44.031076786314834,1904,296,,14400.0
2,32,42.16403244281606,850,500,,14400.0
2,33,43.76924551579238,850,501,,14400.0
2,34,40.80649961862361,850,603,,14400.0
2,35,41.39703160690285,850,655,,14400.0
3,4,11.43500786337924,952,1004,,14400.0
3,5,18.423317331579746,952,1056,,14400.0
3,6,22.50520110470745,952,697,,14400.0
3,7,18.002462599323547,1956,1902,,14400.0
3,8,11.252292319257508,1956,1954,,14400.0
3,9,14.87807403682293,1956,48,,14400.0
3,10,11.52252175493781,952,954,,14400.0
3,11,18.169712482821307,952,1006,,14400.0
3,12,27.35314041944913,1956,1849,,14400.0
3,13,21.386673066531323,1956,1951,,14400.0
3,14,20.88227967922175,1956,46,,14400.0
3,15,21.032985991585843,1956,98,,14400.0
3,16,20.94923013160672,952,905,,14400.0
3,17,21.335752671768034,952,957,,14400.0
3,18,27.573027963175825,1956,1899,,14400.0
3,19,26.992825767197655,1956,44,,14400.0
3,20,26.879266448752684,1956,96,,14400.0
3,21,27.405197794732278,1956,148,,14400.0
3,22,27.147807962849974,952,855,,14400.0
3,23,27.115196216009135,952,907,,14400.0
3,24,33.23617522655005,1956,42,,14400.0
3,25,32.82360353066741,1956,94,,14400.0
3,26,37.19764158340497,1956,196,,14400.0
3,27,37.120385369816105,1956,248,,14400.0
3,28,37.35452255136093,952,755,,14400.0
3,29,33.09544052651842,952,857,,14400.0
3,30,46.255758967152595,1956,244,,14400.0
3,31,45.35668951983975,1956,296,,14400.0
3,32,45.11101855999142,1956,348,,14400.0
3,33,48.207848043010095,1956,450,,14400.0
3,34,45.54967443572877,952,603,,14400.0
3,35,45.65291566030601,952,655,,14400.0
4,5,11.23313587397135,1004,1056,,14400.0
4,6,28.63437924106416,1004,697,,14400.0
4,7,22.19081826112631,1004,749,,14400.0
4,8,15.450775576809823,1004,851,,14400.0
4,9,14.782242867946458,1004,903,,14400.0
4,10,8.379155726443212,101,100,,14400.0
4,11,11.07486782359271,1004,1006,,14400.0
4,12,28.61385763183379,1004,647,,14400.0
4,13,27.414981161188926,101,1951,,14400.0
4,14,20.88978247606028,101,46,,14400.0
4,15,14.488728565165088,101,98,,14400.0
4,16,15.003093000968972,101,150,,14400.0
4,17,20.819044047445736,1004,957,,14400.0
4,18,32.90467218413637,101,1949,,14400.0
4,19,26.975151753664946,101,44,,14400.0
4,20,21.04402728772578,101,96,,14400.0
4,21,21.185183747544876,101,148,,14400.0
4,22,26.445087476718758,101,250,,14400.0
4,23,26.403019645962498,1004,907,,14400.0
4,24,31.005974814241192,101,93,,14400.0
4,25,27.896294464361162,101,94,,14400.0
4,26,32.27033251709872,101,196,,14400.0
4,27,31.720477998321748,101,248,,14400.0
4,28,31.81110197830938,101,300,,14400.0
4,29,32.16307659399588,1004,857,,14400.0
4,30,42.740814931531915,101,244,,14400.0
4,31,41.40509821151401,101,296,,14400.0
4,32,40.67529745095004,101,348,,14400.0
4,33,43.772126933968714,101,450,,14400.0
4,34,43.399518192644194,101,502,,14400.0
4,35,43.68666279955804,101,554,,14400.0
5,6,35.0560679618533,1056,697,,14400.0
5,7,28.761692525952153,1056,749,,14400.0
5,8,22.26748545275578,1056,851,,14400.0
5,9,15.251766023896483,1056,903,,14400.0
5,10,11.171552785832121,153,151,,14400.0
5,11,11.342483414244857,153,203,,14400.0
5,12,34.869920289603286,1056,647,,14400.0
5,13,28.323940100199096,1056,699,,14400.0
5,14,26.843388334408754,153,46,,14400.0
5,15,20.627714561094663,153,98,,14400.0
5,16,14.582464958051595,153,150,,14400.0
5,17,20.59760748632054,153,252,,14400.0
5,18,37.05218087520013,1056,598,,14400.0
5,19,32.484034424388014,153,44,,14400.0
5,20,26.785548406694517,153,96,,14400.0
5,21,21.103969683213283,153,148,,14400.0
5,22,26.363873412387164,153,250,,14400.0
5,23,26.35206969437101,1056,907,,14400.0
5,24,36.02492643027521,153,93,,14400.0
5,25,30.851915014223792,153,145,,14400.0
5,26,32.87867169776114,153,196,,14400.0
5,27,32.08398712161555,153,248,,14400.0
5,28,31.94197265335752,153,300,,14400.0
5,29,31.90356690564296,1056,857,,14400.0
5,30,44.00445601748863,153,244,,14400.0
5,31,42.48601675178259,153,296,,14400.0
5,32,41.5287376289329,153,348,,14400.0
5,33,44.62556711195158,153,450,,14400.0
5,34,43.889607109163606,1056,603,,14400.0
5,35,43.502612248726095,1056,655,,14400.0
6,7,8.351437171002784,697,748,,14400.0
6,8,14.91257137058422,697,800,,14400.0
6,9,22.25247949358375,1800,48,,14400.0
6,10,28.15527238521137,697,954,,14400.0
6,11,34.06071426538019,697,1006,,14400.0
6,12,11.072251998108017,697,647,,14400.0
6,13,10.93623071466484,697,699,,14400.0
6,14,17.604500498210022,697,751,,14400.0
6,15,21.951002836813576,1800,98,,14400.0
6,16,28.671689272247864,1800,200,,14400.0
6,17,34.546471830600375,1800,252,,14400.0
6,18,17.924648321168835,1799,1899,,14400.0
6,19,17.350805597402935,697,649,,14400.0
6,20,17.520821464223136,697,701,,14400.0
6,21,23.609340167049595,697,753,,14400.0
6,22,29.121754266832987,697,855,,14400.0
6,23,34.188021278608026,1800,302,,14400.0
6,24,27.77942930997373,697,497,,14400.0
6,25,27.915840098314103,697,549,,14400.0
6,26,23.698816675479172,697,651,,14400.0
6,27,24.190419095536758,697,703,,14400.0
6,28,27.640862341255403,697,704,,14400.0
6,29,32.269100218948594,697,806,,14400.0
6,30,39.34876603220425,697,295,,14400.0
6,31,39.47491690827831,1799,296,,14400.0
6,32,35.37761279635871,697,500,,14400.0
6,33,37.70157275444836,697,501,,14400.0
6,34,34.73882685727959,697,603,,14400.0
6,35,35.96734545814068,697,655,,14400.0
7,8,8.469010390646373,749,800,,14400.0
7,9,14.919277732281572,1902,48,,14400.0
7,10,21.659398174750848,1902,100,,14400.0
7,11,27.947440486857126,749,1006,,14400.0
7,12,11.381281518315063,749,647,,14400.0
7,13,8.35976099956632,1902,1901,,14400.0
7,14,11.491226719686956,749,751,,14400.0
7,15,14.617801075511393,1902,98,,14400.0
7,16,21.338487510945686,1902,200,,14400.0
7,17,27.213270069298204,1902,252,,14400.0
7,18,14.8225237917665,1902,1899,,14400.0
7,19,17.329547916195196,749,649,,14400.0
7,20,17.291004029058847,749,701,,14400.0
7,21,17.934745129169887,749,753,,14400.0
7,22,23.447159228953286,749,855,,14400.0
7,23,26.854819517305845,1902,302,,14400.0
7,24,25.85119091268324,1902,42,,14400.0
7,25,25.678579094221885,1902,94,,14400.0
7,26,23.23888025362807,749,651,,14400.0
7,27,23.48678278138858,749,703,,14400.0
7,28,24.385062352067006,749,755,,14400.0
7,29,27.084197985588684,749,806,,14400.0
7,30,38.3849889293966,1902,244,,14400.0
7,31,37.72494719058541,1902,296,,14400.0
7,32,34.42798356998783,749,500,,14400.0
7,33,36.520487526402306,749,501,,14400.0
7,34,33.55774162923354,749,603,,14400.0
7,35,34.594972416166165,749,655,,14400.0
8,9,8.288303809663109,1954,48,,14400.0
8,10,15.165412267020628,1954,100,,14400.0
8,11,21.76804423612606,851,1006,,14400.0
8,12,14.892049761353855,800,647,,14400.0
8,13,14.474931902172013,800,699,,14400.0
8,14,14.29250945206193,1954,46,,14400.0
8,15,11.48147864747993,851,853,,14400.0
8,16,15.213764572565724,1954,150,,14400.0
8,17,21.22890710083467,1954,252,,14400.0
8,18,20.983257736016007,1954,1899,,14400.0
8,19,20.403055540037833,1954,44,,14400.0
8,20,20.289496221592856,1954,96,,14400.0
8,21,20.732320762014034,800,753,,14400.0
8,22,18.07308083464699,851,855,,14400.0
8,23,23.918504205946753,851,907,,14400.0
8,24,26.64640499939023,1954,42,,14400.0
8,25,26.233833303507595,1954,94,,14400.0
8,26,26.03645588647222,800,651,,14400.0
8,27,26.04628450972808,800,703,,14400.0
8,28,26.69802647514319,800,755,,14400.0
8,29,24.917098655020798,800,806,,14400.0
8,30,39.66598873999278,1954,244,,14400.0
8,31,38.766919292679944,1954,296,,14400.0
8,32,36.74094769306401,800,500,,14400.0
8,33,38.59215384436829,800,501,,14400.0
8,34,35.629407947199525,800,603,,14400.0
8,35,36.45139661420206,800,655,,14400.0
9,10,8.350970447254548,903,954,,14400.0
9,11,14.884236597049789,903,1006,,14400.0
9,12,23.93054209435656,48,1849,,14400.0
9,13,17.82626013663072,903,699,,14400.0
9,14,11.239480991663685,48,46,,14400.0
9,15,11.209519429859476,903,853,,14400.0
9,16,11.06034933624183,903,905,,14400.0
9,17,17.719990454793958,903,957,,14400.0
9,18,23.916972708188187,48,1949,,14400.0
9,19,17.747492012300494,48,44,,14400.0
9,20,17.421847582708683,48,96,,14400.0
9,21,17.762399107174215,48,148,,14400.0
9,22,17.44002835480839,903,855,,14400.0
9,23,17.61597690318452,903,907,,14400.0
9,24,24.468310362664,48,42,,14400.0
9,25,23.810907815542087,48,94,,14400.0
9,26,28.184945868279645,48,196,,14400.0
9,27,27.875051614918938,48,248,,14400.0
9,28,28.085422401543642,903,755,,14400.0
9,29,23.82634037670113,903,857,,14400.0
9,30,37.96047382252005,48,244,,14400.0
9,31,36.83392512023953,48,296,,14400.0
9,32,36.343153696105375,48,348,,14400.0
9,33,39.43998317912405,48,450,,14400.0
9,34,36.524274505646254,903,603,,14400.0
9,35,36.8735086850995,903,655,,14400.0
10,11,8.406127771087318,955,1006,,14400.0
10,12,27.969124712961353,954,647,,14400.0
10,13,21.42314452355716,954,699,,14400.0
10,14,17.809391691436126,100,46,,14400.0
10,15,11.408337780540935,100,98,,14400.0
10,16,8.422079438799472,151,150,,14400.0
10,17,11.572167960034047,955,957,,14400.0
10,18,27.11450573852268,955,598,,14400.0
10,19,23.887491977252544,955,649,,14400.0
10,20,17.963636503101622,100,96,,14400.0
10,21,14.943584163961159,151,148,,14400.0
10,22,17.384223251115987,955,855,,14400.0
10,23,17.351611504275144,955,907,,14400.0
10,24,27.92558402961704,100,93,,14400.0
10,25,24.691529494971668,151,145,,14400.0
10,26,26.718286178509015,151,196,,14400.0
10,27,25.92360160236343,151,248,,14400.0
10,28,25.781587134105393,151,300,,14400.0
10,29,23.33185581478443,955,857,,14400.0
10,30,37.844070498236505,151,244,,14400.0
10,31,36.325631232530476,151,296,,14400.0
10,32,35.368352109680785,151,348,,14400.0
10,33,38.46518159269946,151,450,,14400.0
10,34,35.78608972399478,955,603,,14400.0
10,35,35.88933094857202,955,655,,14400.0
11,12,33.67909867764311,1006,647,,14400.0
11,13,27.328586403725982,1006,699,,14400.0
11,14,21.32925512097517,1006,751,,14400.0
11,15,14.764084997600497,1006,853,,14400.0
11,16,11.837311242075302,202,200,,14400.0
11,17,11.321888157549772,202,252,,14400.0
11,18,30.394590078753545,1006,598,,14400.0
11,19,27.16757631748341,1006,649,,14400.0
11,20,23.48491327991383,202,96,,14400.0
11,21,18.026581739305705,202,148,,14400.0
11,22,17.45775817217089,202,250,,14400.0
11,23,17.35364324843546,202,302,,14400.0
11,24,31.99854493446352,202,93,,14400.0
11,25,27.064562771929214,202,145,,14400.0
11,26,24.68252075593187,202,196,,14400.0
11,27,23.641079010221016,202,248,,14400.0
11,28,23.259104596014353,202,300,,14400.0
11,29,25.8987467305866,1006,857,,14400.0
11,30,36.40353322321047,202,244,,14400.0
11,31,34.73806303316593,202,296,,14400.0
11,32,33.571615940620745,202,348,,14400.0
11,33,36.66844542363942,202,450,,14400.0
11,34,35.811706431477354,202,502,,14400.0
11,35,35.607263811457315,202,554,,14400.0
12,13,10.750083042414824,647,699,,14400.0
12,14,17.056807792778145,1849,46,,14400.0
12,15,23.259460630243122,1849,98,,14400.0
12,16,28.884268988406788,647,905,,14400.0
12,17,34.451500816111185,647,957,,14400.0
12,18,11.143849440030905,1849,1899,,14400.0
12,19,11.07952836385312,647,649,,14400.0
12,20,16.663589414842477,1849,96,,14400.0
12,21,22.407507348699834,1849,198,,14400.0
12,22,27.972264143163486,1849,250,,14400.0
12,23,33.1688704979149,647,907,,14400.0
12,24,21.727792992620635,1849,42,,14400.0
12,25,21.787819478740683,1849,94,,14400.0
12,26,17.885801301919155,647,651,,14400.0
12,27,21.127975562924686,647,652,,14400.0
12,28,26.31315047120435,647,704,,14400.0
12,29,30.941388348897544,647,806,,14400.0
12,30,33.77165969996009,1849,244,,14400.0
12,31,33.35672017707404,1849,296,,14400.0
12,32,30.05243184512287,647,500,,14400.0
12,33,32.591634450815015,647,501,,14400.0
12,34,29.628888553646252,647,603,,14400.0
12,35,31.015753588530224,647,655,,14400.0
13,14,10.872372636555811,699,751,,14400.0
13,15,17.04202081507985,699,853,,14400.0
13,16,22.75394376165613,699,905,,14400.0
13,17,28.559250402183864,699,957,,14400.0
13,18,11.390883576347822,1951,1899,,14400.0
13,19,10.618677735748722,699,649,,14400.0
13,20,10.697122061924674,1951,96,,14400.0
13,21,16.44103999578203,1951,198,,14400.0
13,22,22.005796790245682,1951,250,,14400.0
13,23,27.523156347322786,699,907,,14400.0
13,24,17.054030839722046,1951,42,,14400.0
13,25,16.64145914383941,1951,94,,14400.0
13,26,16.966688813824955,699,651,,14400.0
13,27,17.458291233882544,699,703,,14400.0
13,28,20.908734479601193,699,704,,14400.0
13,29,25.53697235729439,699,806,,14400.0
13,30,30.073614580324598,1951,244,,14400.0
13,31,29.174545133011762,1951,296,,14400.0
13,32,28.645484934704506,699,500,,14400.0
13,33,30.969444892794147,699,501,,14400.0
13,34,28.00669899562538,699,603,,14400.0
13,35,29.235217596486464,699,655,,14400.0
14,15,10.767794592196674,46,98,,14400.0
14,16,16.96317223286187,751,905,,14400.0
14,17,22.76640431217879,46,252,,14400.0
14,18,13.938376311583372,751,598,,14400.0
14,19,10.71136255031324,751,649,,14400.0
14,20,10.548113281130266,46,96,,14400.0
14,21,10.888664805595795,46,148,,14400.0
14,22,16.14856853476968,46,250,,14400.0
14,23,22.184706692858484,46,302,,14400.0
14,24,17.59457606108558,46,42,,14400.0
14,25,16.937173513963668,46,94,,14400.0
14,26,16.62069488774611,751,651,,14400.0
14,27,16.86859741550662,751,703,,14400.0
14,28,17.766876986185046,751,755,,14400.0
14,29,20.466012619706724,751,806,,14400.0
14,30,31.08673952094163,46,244,,14400.0
14,31,29.960190818661108,46,296,,14400.0
14,32,27.809798204105867,751,500,,14400.0
14,33,29.902302160520353,751,501,,14400.0
14,34,26.939556263351587,751,603,,14400.0
14,35,27.97678705028421,751,655,,14400.0
15,16,10.774572195904884,853,905,,14400.0
15,17,16.96220967508829,98,252,,14400.0
15,18,20.108024490107415,853,598,,14400.0
15,19,16.85316386980134,98,44,,14400.0
15,20,10.922039403862172,98,96,,14400.0
15,21,11.063195863681269,98,148,,14400.0
15,22,11.06912159612143,853,855,,14400.0
15,23,16.603759123095934,98,302,,14400.0
15,24,20.88398693037759,98,93,,14400.0
15,25,17.774306580497555,98,94,,14400.0
15,26,21.985025209845382,853,651,,14400.0
15,27,21.59849011445814,98,248,,14400.0
15,28,21.689114094445774,98,300,,14400.0
15,29,17.913695766043393,853,857,,14400.0
15,30,32.61882704766831,98,244,,14400.0
15,31,31.28311032765042,98,296,,14400.0
15,32,30.553309567086444,98,348,,14400.0
15,33,33.65013905010512,98,450,,14400.0
15,34,30.85816618461428,853,603,,14400.0
15,35,31.448698172893515,853,655,,14400.0
16,17,10.875083792746354,905,957,,14400.0
16,18,25.369640864866618,905,598,,14400.0
16,19,22.281145534812286,200,44,,14400.0
16,20,16.18736457325309,905,701,,14400.0
16,21,11.364287922459281,200,148,,14400.0
16,22,10.595121692760785,905,855,,14400.0
16,23,10.69134943158904,200,302,,14400.0
16,24,25.3362511176171,200,93,,14400.0
16,25,20.40226895508279,200,145,,14400.0
16,26,18.020226939085447,200,196,,14400.0
16,27,16.97878519337459,200,248,,14400.0
16,28,16.59681077916793,200,300,,14400.0
16,29,16.981433714653523,905,857,,14400.0
16,30,29.74123940636404,200,244,,14400.0
16,31,28.075769216319507,200,296,,14400.0
16,32,26.909322123774327,200,348,,14400.0
16,33,30.006151606792997,200,450,,14400.0
16,34,29.149412614630926,200,502,,14400.0
16,35,28.944969994610894,200,554,,14400.0
17,18,30.69317350562724,957,598,,14400.0
17,19,27.46637473405926,252,44,,14400.0
17,20,21.992671213780827,957,701,,14400.0
17,21,16.290946331598015,957,753,,14400.0
17,22,10.679177842332248,957,855,,14400.0
17,23,10.53131121024178,252,302,,14400.0
17,24,30.048900289924518,252,93,,14400.0
17,25,25.342396901094684,252,145,,14400.0
17,26,20.926980273263347,252,247,,14400.0
17,27,17.50830033113287,252,248,,14400.0
17,28,16.88149588504895,252,300,,14400.0
17,29,16.626810406000693,957,857,,14400.0
17,30,31.02796460802263,252,244,,14400.0
17,31,29.2605867947652,252,296,,14400.0
17,32,27.911417288472165,252,348,,14400.0
17,33,31.00824677149084,252,450,,14400.0
17,34,29.081044315211038,957,603,,14400.0
17,35,29.184285539788277,957,655,,14400.0
18,19,7.795019764963554,598,649,,14400.0
18,20,13.40439070577942,598,701,,14400.0
18,21,19.01113540883876,598,753,,14400.0
18,22,24.523549508622157,598,855,,14400.0
18,23,29.1645498419516,598,907,,14400.0
18,24,10.174878418128813,547,497,,14400.0
18,25,9.887910323546176,1949,94,,14400.0
18,26,14.127473991435203,598,651,,14400.0
18,27,17.123654906961388,598,652,,14400.0
18,28,22.077374070776024,598,704,,14400.0
18,29,26.70561194846922,598,806,,14400.0
18,30,23.206353583531346,547,295,,14400.0
18,31,22.420996312718522,1949,296,,14400.0
18,32,19.923197480145358,547,500,,14400.0
18,33,22.81203334555818,547,501,,14400.0
18,34,21.812039063493685,598,603,,14400.0
18,35,25.076933343412286,598,604,,14400.0
19,20,10.257292654400697,44,96,,14400.0
19,21,15.528612194063761,44,198,,14400.0
19,22,20.84853895665015,44,250,,14400.0
19,23,26.397960350009793,44,302,,14400.0
19,24,10.951417143761061,44,42,,14400.0
19,25,10.294014596639148,44,94,,14400.0
19,26,11.374278941759453,649,651,,14400.0
19,27,14.358158396016002,44,248,,14400.0
19,28,18.950908604491836,44,350,,14400.0
19,29,23.90695540907392,44,402,,14400.0
19,30,24.443580603617107,44,244,,14400.0
19,31,23.31703190133658,44,296,,14400.0
19,32,22.826260477202435,44,348,,14400.0
19,33,25.923089960221105,44,450,,14400.0
19,34,23.117366193486554,649,603,,14400.0
19,35,24.50423122837053,649,655,,14400.0
20,21,10.070086122318886,96,198,,14400.0
20,22,15.63484291678254,96,250,,14400.0
20,23,20.956577158919753,701,907,,14400.0
20,24,14.288115714976943,96,93,,14400.0
20,25,11.178435365096911,96,94,,14400.0
20,26,10.400109625421923,701,651,,14400.0
20,27,10.89171204547951,701,703,,14400.0
20,28,14.34215529119816,701,704,,14400.0
20,29,18.970393168891352,701,806,,14400.0
20,30,26.022955832267673,96,244,,14400.0
20,31,24.687239112249774,96,296,,14400.0
20,32,22.078905746301473,701,500,,14400.0
20,33,24.402865704391115,701,501,,14400.0
20,34,21.44011980722235,701,603,,14400.0
20,35,22.66863840808343,701,655,,14400.0
21,22,10.121322334592927,753,855,,14400.0
21,23,15.498552169034017,753,907,,14400.0
21,24,18.583717776868575,198,93,,14400.0
21,25,13.649735614334269,198,145,,14400.0
21,26,9.913043359267714,753,651,,14400.0
21,27,10.16094588702822,753,703,,14400.0
21,28,9.84427743841941,198,300,,14400.0
21,29,13.758361091228327,753,806,,14400.0
21,30,22.98870606561552,198,244,,14400.0
21,31,21.323235875570983,198,296,,14400.0
21,32,20.156788783025803,198,348,,14400.0
21,33,23.19465063204196,753,501,,14400.0
21,34,20.23190473487319,753,603,,14400.0
21,35,21.269135521805815,753,655,,14400.0
22,23,10.265813334485385,250,302,,14400.0
22,24,23.431064512515402,250,93,,14400.0
22,25,18.72456112368557,250,145,,14400.0
22,26,14.309144495854232,250,247,,14400.0
22,27,10.890464553723756,250,248,,14400.0
22,28,10.263660107639833,250,300,,14400.0
22,29,11.354128015249126,855,857,,14400.0
22,30,24.410128830613516,250,244,,14400.0
22,31,22.642751017356087,250,296,,14400.0
22,32,21.293581511063053,250,348,,14400.0
22,33,24.390410994081726,250,450,,14400.0
22,34,23.30619322821518,250,502,,14400.0
22,35,22.85664935496006,250,554,,14400.0
23,24,28.235336157501553,907,447,,14400.0
23,25,24.03495299281751,302,145,,14400.0
23,26,18.969653304913244,907,601,,14400.0
23,27,14.381852833895861,302,299,,14400.0
23,28,11.157525665958511,302,300,,14400.0
23,29,10.385891343634887,907,857,,14400.0
23,30,27.62490840268791,302,295,,14400.0
23,31,24.378601449570578,302,296,,14400.0
23,32,22.882401310092163,302,348,,14400.0
23,33,25.979230793110837,302,450,,14400.0
23,34,23.083825472580017,907,603,,14400.0
23,35,23.433059652033258,907,655,,14400.0
24,25,6.945225904730375,93,144,,14400.0
24,26,11.879120755551003,93,196,,14400.0
24,27,16.194441222511344,447,652,,14400.0
24,28,20.583284043022395,447,704,,14400.0
24,29,24.649565062481084,396,402,,14400.0
24,30,11.64452945314395,396,295,,14400.0
24,31,13.405281299962077,396,347,,14400.0
24,32,11.732144571670752,447,449,,14400.0
24,33,15.030739755557834,447,450,,14400.0
24,34,19.83237834703792,447,502,,14400.0
24,35,23.170503626760482,447,604,,14400.0
25,26,6.945138593016697,145,196,,14400.0
25,27,12.001288079019178,549,652,,14400.0
25,28,16.36042328831799,145,350,,14400.0
25,29,21.10730230468985,145,402,,14400.0
25,30,13.219098890680506,195,244,,14400.0
25,31,11.55362870063597,195,296,,14400.0
25,32,10.38718160809079,195,348,,14400.0
25,33,13.484011091109462,195,450,,14400.0
25,34,16.316083485834138,549,603,,14400.0
25,35,19.516104139109018,549,604,,14400.0
26,27,6.928758369923033,601,652,,14400.0
26,28,11.882477533737667,601,704,,14400.0
26,29,16.51071541143086,601,806,,14400.0
26,30,13.507589573414037,550,295,,14400.0
26,31,12.995465429871745,247,296,,14400.0
26,32,10.224433470028057,550,500,,14400.0
26,33,13.113269335440878,550,501,,14400.0
26,34,11.617142526455325,601,603,,14400.0
26,35,14.882036806373925,601,604,,14400.0
27,28,6.9348010883779,299,350,,14400.0
27,29,11.73333119203663,653,806,,14400.0
27,30,17.59245685394933,652,295,,14400.0
27,31,13.498665042561932,602,347,,14400.0
27,32,8.920273998542623,602,500,,14400.0
27,33,11.650764343243685,602,501,,14400.0
27,34,8.688018446074915,602,603,,14400.0
27,35,11.807696431669314,653,655,,14400.0
28,29,6.981480141536697,351,402,,14400.0
28,30,19.66574823760068,350,295,,14400.0
28,31,14.924151427287416,350,347,,14400.0
28,32,11.680040005561926,350,348,,14400.0
28,33,13.183747993833045,401,450,,14400.0
28,34,11.560609185078619,401,502,,14400.0
28,35,10.435390040404009,401,554,,14400.0
29,30,24.21669669135709,402,295,,14400.0
29,31,19.47509988104383,402,347,,14400.0
29,32,16.27988823358836,402,348,,14400.0
29,33,13.485529809750233,756,501,,14400.0
29,34,10.522783912581463,756,603,,14400.0
29,35,11.560014699514088,756,655,,14400.0
30,31,8.205865787265829,295,296,,14400.0
30,32,12.941040099372675,295,449,,14400.0
30,33,16.231272495003175,295,450,,14400.0
30,34,21.032911086483264,295,502,,14400.0
30,35,24.371036366205825,295,604,,14400.0
31,32,8.19944328905941,347,449,,14400.0
31,33,11.489675684689912,347,450,,14400.0
31,34,16.29131427617,347,502,,14400.0
31,35,19.62943955589256,347,604,,14400.0
32,33,8.294464037234444,348,450,,14400.0
32,34,11.786159620633128,500,502,,14400.0
32,35,15.12428490035569,500,604,,14400.0
33,34,8.215294646213467,501,502,,14400.0
33,35,11.55341992593603,501,604,,14400.0
34,35,6.852857013575388,553,604,,14400.0
0,1,11.757518188754384,781,833,,16200.0
0,2,18.3549826406862,1785,1939,,16200.0
0,3,25.15369453755828,1785,34,,16200.0
0,4,32.41894048370574,1785,86,,16200.0
0,5,38.68380963073705,1785,188,,16200.0
0,6,8.469085775148205,731,732,,16200.0
0,7,11.848218701959706,781,783,,16200.0
0,8,18.345815482603747,781,835,,16200.0
0,9,22.2418786258749,1785,83,,16200.0
0,10,28.90767422130301,1785,135,,16200.0
0,11,37.757130311863136,731,1041,,16200.0
0,12,15.004419875793488,731,682,,16200.0
0,13,14.673321955598723,731,734,,16200.0
0,14,21.221251035156914,731,786,,16200.0
0,15,27.8139934180893,731,888,,16200.0
0,16,28.994305569338273,1785,185,,16200.0
0,17,35.321760795353356,1785,287,,16200.0
0,18,26.66151835548869,731,582,,16200.0
0,19,21.213225824543898,731,684,,16200.0
0,20,21.235158252743442,731,736,,16200.0
0,21,27.265637114130605,731,788,,16200.0
0,22,33.097858928120026,731,890,,16200.0
0,23,38.16300827471002,731,942,,16200.0
0,24,31.7661712912055,731,532,,16200.0
